"","Provider_Name","Difference","Percent"
"1180","BUENA VIDA CONTINUING CARE",0.00633,"204.19%"
"1181","BUENA VIDA NURSING AND REHAB ODESSA",-0.00107,"-11.41%"
"1182","BUENA VIDA NURSING AND REHAB-SAN ANTONIO",-0.01503,"-32.55%"
"1183","BUENA VISTA CARE CENTER",0.0024,"31.25%"
"1184","BUENA VISTA HEALTHCARE",-0.03201,"-30.29%"
"1185","BUFFALO CENTER FOR REHABILITATION AND NURSING",-0.00093,"-3.52%"
"1186","BUFFALO PRAIRIE CENTER FOR REHAB AND HEALTHCARE",-0.00254,"-12.37%"
"1187","BUHLER SUNSHINE HOME",-0.00656,"-8.88%"
"1188","BURBANK HEALTHCARE & REHAB",0.00772,"51.33%"
"1189","BURCHAM HILLS RETIREMENT CTR",0.01246,"118.33%"
"1190","BURFORD MANOR",-0.01465,"-33.91%"
"1191","BURGESS SQUARE HEALTHCARE CTR",-0.01287,"-22.24%"
"1192","BURGIN MANOR",0.0349,"53.88%"
"1193","BURIEN NURSING AND REHABILITATION CENTER",0.000579999999999999,"5.31%"
"1194","BURLESON ST JOSEPH MANOR",0.00502,"17.07%"
"1195","BURLINGTON CARE CENTER",-0.02892,"-47.39%"
"1196","BURLINGTON HEALTH & REHAB",0.00380999999999999,"10.62%"
"1197","BURLINGTON HOUSE NURSING HOME",-0.00154,"-16.18%"
"1198","BURLINGTON WOODS",-0.00016,"-2.58%"
"1199","BUTLER COUNTY CARE FACILITY",0.00055,"5.46%"
"1200","BUTTE CENTER",0.02937,"80.47%"
"1201","BYRON HEALTH CENTER",0.01422,"132.16%"
"1202","BYWOOD EAST HEALTH CARE",-0.00034,"-2.33%"
"1203","C M TUCKER JR NURSING CARE",-0.00424,"-20.9%"
"1204","C M TUCKER NURSING CARE CENTER / RODDEY",0.00543,"36.39%"
"1205","CABELL HEALTH CARE CENTER",-0.000949999999999999,"-4.39%"
"1206","CABOT HEALTH AND REHAB, LLC",0.00147,"9.62%"
"1207","CADIA HEALTHCARE - ANNAPOLIS",0.01103,"55.88%"
"1208","CADIA HEALTHCARE - HYATTSVILLE",-0.00194,"-12.13%"
"1209","CADIA HEALTHCARE - WHEATON",-0.02475,"-72.99%"
"1210","CADIA REHABILITATION CAPITOL",-0.04029,"-100%"
"1211","CADIA REHABILITATION PIKE CREEK",-0.04654,"-100%"
"1212","CADIA REHABILITATION RENAISSANCE",-0.02213,"-100%"
"1213","CAL TURNER REHAB AND SPECIALTY CARE",0.03739,"68.53%"
"1214","CALCUTTA HEALTH CARE CENTER",-0.00055,"-5.42%"
"1215","CALERA MANOR, LLC",0.01752,"72.64%"
"1216","CALHOUN HEALTH CARE CENTER",0.02699,"258.52%"
"1217","CALHOUN NURSING & REHAB CENTER",-0.01493,"-100%"
"1218","CALHOUN NURSING HOME",-0.01352,"-100%"
"1219","CALIFORNIA CARE CENTER",-0.00105,"-3.66%"
"1220","CALIFORNIA GARDENS N & REHAB C",-0.01224,"-39.07%"
"1221","CALIFORNIA HEALTHCARE AND REHABILITATION CENTER",0.00991,"24.01%"
"1222","CALIFORNIA HOME FOR THE AGED",0.01351,"52.49%"
"1223","CALIFORNIA NURSING & REHABILITATION CENTER",-0.00598,"-26.94%"
"1224","CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS",-0.06497,"-24.04%"
"1225","CALIFORNIA PARK REHABILITATION HOSPITAL",-0.01317,"-46.85%"
"1226","CALIFORNIA POST-ACUTE CARE",0.00805,"112.27%"
"1227","CALUSA HARBOUR",-0.02561,"-57.08%"
"1228","CALVERT COUNTY NURSING CTR.",0.00918,"54.64%"
"1229","CALVIN COMMUNITY",-0.01274,"-30.3%"
"1230","CAMARILLO HEALTHCARE CENTER",0.00388,"29.44%"
"1231","CAMBRIA CARE CENTER",-0.00326,"-22.41%"
"1232","CAMBRIDGE CARE CENTER",0.00617,"28.29%"
"1233","CAMBRIDGE EAST HEALTHCARE CENT",-0.000569999999999999,"-6.08%"
"1234","CAMBRIDGE HEALTH AND REHABILITATION CENTER",-0.00133333333333334,"-5.43%"
"1235","CAMBRIDGE HOUSE, THE",-0.01063,"-22.09%"
"1236","CAMBRIDGE NORTH HEALTHCARE CEN",0.01351,"169.09%"
"1237","CAMBRIDGE NURSING & REHAB CENTER",0.00012,"1.39%"
"1238","CAMBRIDGE PLACE",-0.00598,"-15.18%"
"1239","CAMBRIDGE PLACE GROUP, LLC",-0.0159,"-68.39%"
"1240","CAMBRIDGE POST ACUTE CARE CENTER",0.01058,"187.59%"
"1241","CAMBRIDGE SOUTH HEALTHCARE CTR",-0.00106,"-8.01%"
"1242","CAMDEN HEALTH AND REHABILITATION",0.00199999999999999,"6.38%"
"1243","CAMDEN NURSING FACILITY INC.",-0.02214,"-52.81%"
"1244","CAMDEN POSTACUTE CARE, INC",-0.00426,"-26.74%"
"1245","CAMELBACK POST ACUTE AND REHABILITATION",-0.00147,"-8.4%"
"1246","CAMELLIA GARDENS CARE CENTER",-0.02366,"-26.44%"
"1247","CAMELLIA GARDENS OF LIFE CARE",-0.04147,"-100%"
"1248","CAMELLIA HEALTH & REHABILITATION",-0.02144,"-62.24%"
"1249","CAMELOT ARMS CARE CENTER",0.00152,"8.53%"
"1250","CAMELOT BROOKSIDE",-0.0126,"-26.33%"
"1251","CAMELOT HALL CONVALESCENT CTR",-0.02178,"-55.62%"
"1252","CAMELOT LEISURE LIVING",0.00717,"27.59%"
"1253","CAMELOT NURSING AND REHABILITATION CENTER",0.03686,"76.95%"
"1254","CAMELOT OF BROUSSARD",-0.00561,"-50.63%"
"1255","CAMELOT PLACE",0.01396,"144.07%"
"1256","CAMEO CARE CENTER",-0.00549,"-11.88%"
"1257","CAMERON NURSING AND REHAB",-0.00932,"-34.2%"
"1258","CAMERON NURSING AND REHABILITATION CENTER",-0.00506,"-14.95%"
"1259","CAMILIA ROSE CARE CENTER LLC",-0.01596,"-100%"
"1260","CAMPBELL HALL REHAB CENTER",-0.00215,"-9.05%"
"1261","CAMPBELLSVILLE NURSING AND REHABILITATION CENTER",0.05956,"167.59%"
"1262","CANAL POINTE NURSING & REHAB CENTER",-0.01821,"-100%"
"1263","CANDLEWOOD PARK HEALTHCARE CEN",-0.01,"-37.69%"
"1264","CANDLEWOOD VALLEY HEALTH & REHABILITATION CENTER",-0.01106,"-47%"
"1265","CANON LODGE CARE CENTER",-0.00639,"-11.37%"
"1266","CANTERBURY AT CEDAR GROVE",-0.00629,"-57.03%"
"1267","CANTERBURY CENTER",0.02584,"87.45%"
"1268","CANTERBURY HEALTH CARE FACILITY",0.00975,"116.63%"
"1269","CANTERBURY HOUSE",-0.02296,"-70.24%"
"1270","CANTERBURY NURSING AND REHABILITATION CENTER",-0.00804,"-42.14%"
"1271","CANTERBURY ON THE LAKE",0.01053,"97.32%"
"1272","CANTERBURY PLACE",-0.01117,"-100%"
"1273","CANTERBURY WOODS",0.00623,"55.72%"
"1274","CANTON CHRISTIAN HOME",0.00393,"8.91%"
"1275","CANTON HEALTHCARE CENTER",-0.02711,"-100%"
"1276","CANTON NURSING CENTER",0.02385,"135.28%"
"1277","CANTON OAKS",-0.0108,"-100%"
"1278","CANYON RIM CARE CENTER",-0.01989,"-100%"
"1279","CANYON SPRINGS HEALTH AND REHABILITATION CENTER",-0.01457,"-100%"
"1280","CANYON SPRINGS POST-ACUTE",-0.00887,"-61.64%"
"1281","CANYON TRANSITIONAL REHABILITATION CENTER, LLC",0.02623,"88.56%"
"1282","CANYON VISTA POST ACUTE",0.00962,"39.77%"
"1283","CANYON WEST OF CASCADIA",-0.00611,"-21.26%"
"1284","CAPE HERITAGE REHABILITATION & HEALTH CARE CENTER",-0.00102,"-5.98%"
"1285","CAPE REGENCY REHABILITATION & HEALTH CARE CENTER",0.0064,"15.03%"
"1286","CAPISTRANO BEACH CARE CENTER",-3.99999999999984e-05,"-0.12%"
"1287","CAPITAL CITY GARDENS REHABILITATION AND NURSING CE",-0.00749,"-23.67%"
"1288","CAPITAL HEALTH AND REHABILITATION CENTER",0.0023,"8.9%"
"1289","CAPITAL NURSING AND REHABILITATION CENTER",0.000120000000000002,"0.54%"
"1290","CAPITAL TRANSITIONAL CARE",-0.01867,"-65.97%"
"1291","CAPITOL HILL HEALTHCARE CENTER",-0.00504,"-21.89%"
"1292","CAPITOL HOUSE NURSING AND REHAB CENTER",-0.0148,"-30.47%"
"1293","CAPITOL LAKES HEALTH CENTER",0.00532,"33.82%"
"1294","CAPITOL VILLAGE",-0.02965,"-32.9%"
"1295","CAPRICE HEALTH CARE CENTER",-0.01542,"-36.57%"
"1296","CAPROCK NURSING & REHABILITATION",-0.01441,"-29.28%"
"1297","CAPSTONE CENTER FOR REHABILITATION AND NURSING",-0.000830000000000001,"-5.38%"
"1298","CAPSTONE REHABILITATION AND HEALTHCARE, LLC",-0.04531,"-73.01%"
"1299","CARBONDALE NURSING AND REHABILITATION CENTER",-0.00186,"-16.92%"
"1300","CARDIGAN NURSING & REHABILITATION CENTER",-0.00776,"-100%"
"1301","CARE AGE OF BROOKFIELD",0.0125,"77.16%"
"1302","CARE AND REHAB - BOSCOBEL",0.02505,"61.82%"
"1303","CARE AND REHABILITATION CENTER AT GLACIER HILLS",-0.00365,"-28.69%"
"1304","CARE CENTER EAST HEALTH & SPECIALTY CARE CENTER",-0.02153,"-51.36%"
"1305","CARE CENTER OF ABERDEEN",0.000359999999999999,"2.24%"
"1306","CARE CENTER OF ABINGDON",0.0247,"122.64%"
"1307","CARE CENTER OF DEQUINCY (THE)",-0.02616,"-100%"
"1308","CARE CENTER OF LAUREL",-0.00691,"-23.3%"
"1309","CARE HAVEN CENTER",0.00386,"30.37%"
"1310","CARE INN OF LA GRANGE",0.00943,"35.87%"
"1311","CARE ONE AT BROOKLINE",-0.01914,"-100%"
"1312","CARE ONE AT CONCORD",-0.00912,"-52.23%"
"1313","CARE ONE AT CRESSKILL",-0.05011,"-54.23%"
"1314","CARE ONE AT EAST BRUNSWICK",-0.01867,"-100%"
"1315","CARE ONE AT EVESHAM",-0.01375,"-100%"
"1316","CARE ONE AT HOLMDEL",-0.00287,"-17.79%"
"1317","CARE ONE AT HOLYOKE",-0.0074,"-100%"
"1318","CARE ONE AT JACKSON",-0.03078,"-47.08%"
"1319","CARE ONE AT LEXINGTON",0.01099,"31.19%"
"1320","CARE ONE AT LOWELL",-0.00713,"-54.72%"
"1321","CARE ONE AT MADISON AVENUE",-0.00367,"-20%"
"1322","CARE ONE AT NEW BEDFORD",-0.00845,"-100%"
"1323","CARE ONE AT NEW MILFORD",-0.00183,"-17.48%"
"1324","CARE ONE AT NEWTON",-0.00757,"-49.7%"
"1325","CARE ONE AT ORADELL",0.01294,"47.31%"
"1326","CARE ONE AT PEABODY",-0.00648,"-100%"
"1327","CARE ONE AT RANDOLPH",-0.01957,"-55.19%"
"1328","CARE ONE AT REDSTONE",0.00624,"40.41%"
"1329","CARE ONE AT THE HIGHLANDS",-0.00647,"-27.38%"
"1330","CARE ONE AT WALL",-0.01098,"-43.97%"
"1331","CARE ONE AT WELLINGTON",-0.01307,"-24.46%"
"1332","CARE PAVILION NURSING AND REHABILITATION CENTER",-0.00191,"-10%"
"1333","CAREAGE CAMPUS OF CARE",-0.0521,"-72.33%"
"1334","CAREGIVERS OF PLEASANT GROVE, INC",0.00285,"10.56%"
"1335","CAREHAVEN OF PLEASANTS",0.00926,"72.74%"
"1336","CAREHOUSE HEALTHCARE CENTER",-0.02395,"-65.44%"
"1337","CARIBOU MEMORIAL LIVING CENTER",0.01248,"25.68%"
"1338","CARILLON NURSING & REHAB CENTER",0.00637,"179.44%"
"1339","CARING HEART REHABILITATION AND NURSING CENTER",0.00551,"18.7%"
"1340","CARING HEIGHTS COMMUNITY CARE & REHAB CTR",-0.01345,"-100%"
"1341","CARING HOUSE",-0.01183,"-37.05%"
"1342","CARLETON-WILLARD VILLAGE RETIREMENT & NURSING CTR",-0.00974,"-51.97%"
"1343","CARLISLE CENTER FOR WELLNESS AND REHAB",0.013,"60.8%"
"1344","CARLISLE MANOR HEALTH CARE INC",0.00173,"9.17%"
"1345","CARLTON AT THE LAKE, THE",0.00443,"19.62%"
"1346","CARLTON SHORES HEALTH AND REHABILITATION CENTER",-0.01332,"-100%"
"1347","CARLYLE HEALTHCARE CENTER",-0.02608,"-100%"
"1348","CARLYLE SENIOR CARE OF AIKEN",0.02329,"110.38%"
"1349","CARLYLE SENIOR CARE OF FOUNTAIN INN",0.02681,"99.67%"
"1350","CARMEL HEALTH & LIVING COMMUNITY",0.00493,"76.55%"
"1351","CARMEL HILLS CARE CENTER",-0.00956,"-100%"
"1352","CARMEL MOUNTAIN REHABILITATION & HEALTHCARE CENTER",0.01767,"190.61%"
"1353","CARMEL RICHMOND HEALTHCARE AND REHAB CENTER",-0.000140000000000001,"-0.7%"
"1354","CARNEGIE NURSING HOME, INC.",0.01782,"96.01%"
"1355","CAROLETON MANOR",-0.01642,"-100%"
"1356","CAROLINA CARE HEALTH AND REHABILITATION",-0.01924,"-69.03%"
"1357","CAROLINA REHAB CENTER OF BURKE",-0.01537,"-100%"
"1358","CAROLINA REHAB CENTER OF CUMBERLAND",0.01663,"100.12%"
"1359","CAROLINA RIVERS NURSING AND REHABILITATION CENTER",0.01193,"15.49%"
"1360","CAROLINA VILLAGE INC",-0.02338,"-100%"
"1361","CAROLINE KLINE GALLAND HOME",-0.00833,"-59.76%"
"1362","CAROLTON CHRONIC & CONV HOSP,",-0.000609999999999999,"-2.75%"
"1363","CARONDELET MANOR",-0.01431,"-45.41%"
"1364","CARRIAGE HILL BETHESDA",-0.00375,"-5.97%"
"1365","CARRIAGE HILL HEALTH AND REHAB CENTER",-0.00063,"-8.05%"
"1366","CARRIAGE HOUSE MANOR",-0.01269,"-49.03%"
"1367","CARRIAGE INN OF CADIZ INC",-0.01904,"-100%"
"1368","CARRIAGE INN OF DAYTON",0.00986,"72.23%"
"1369","CARRIAGE INN OF STEUBENVILLE",0.00586,"59.67%"
"1370","CARRIAGE SQUARE LIVING & REHAB CENTER",0.00107,"9.26%"
"1371","CARRIER MILLS NSG & REHAB CTR",0.01331,"19.68%"
"1372","CARRINGTON PLACE",-0.00431,"-21.49%"
"1373","CARRINGTON PLACE AT RURAL RETREAT",0.01057,"126.59%"
"1374","CARRINGTON PLACE AT WYTHEVILLE - BIRDMONT CENTER",-0.00563,"-38.93%"
"1375","CARRINGTON PLACE OF BATON ROUGE",0.02544,"391.38%"
"1376","CARRINGTON PLACE OF CHESAPEAKE",-0.00624,"-17.08%"
"1377","CARRINGTON PLACE OF NEW ORLEANS",-0.00427,"-9.8%"
"1378","CARRINGTON PLACE OF SPRINGHILL",0.01013,"85.7%"
"1379","CARRINGTON PLACE OF ST PETE",-0.00648,"-44.6%"
"1380","CARRINGTON, LLC D/B/A THE CARRINGTON",-0.00026,"-1.35%"
"1381","CARRIZO SPRINGS NURSING AND REHABILITATION LP",0.02275,"162.73%"
"1382","CARROLL HEALTHCARE CENTER INC",-0.01018,"-25.22%"
"1383","CARROLL LUTHERAN VILLAGE",-0.00872,"-26.55%"
"1384","CARROLL NURSING HOME",-0.000490000000000001,"-5.04%"
"1385","CARROLLTON HEALTH AND REHABILITATION CENTER",-0.01521,"-60.31%"
"1386","CARROLLTON MANOR, INCORPORATED",0.00792,"72.59%"
"1387","CARROLLTON NURSING & REHAB CTR",0.00815,"34.86%"
"1388","CARROLLWOOD CARE CENTER",-0.00875,"-100%"
"1389","CARTERSVILLE HEIGHTS",0.000799999999999999,"2.74%"
"1390","CARTHAGE AREA HOSPITAL S N F",-0.03116,"-100%"
"1391","CARTHAGE CENTER FOR REHABILITATION AND NURSING",-0.01536,"-45.61%"
"1392","CARTHAGE HEALTH & REHAB CENTER",-0.00999,"-19.27%"
"1393","CARTHAGE LTC PARTNERS INC",-0.00698,"-21.79%"
"1394","CARTMELL HOME FOR AGED, INC.",0.0174,"177.91%"
"1395","CARVER LIVING CENTER",-0.01518,"-33.64%"
"1396","CARY HEALTH AND REHABILITATION",-0.02264,"-100%"
"1397","CASA ARENA BLANCA NURSING CENTER",0.00269,"7.16%"
"1398","CASA BONITA CONVALESCENT HOSPITAL",-0.03477,"-63.25%"
"1399","CASA DE ORO CENTER",-0.01425,"-67.03%"
"1400","CASA DE PAZ HEALTH CARE CENTER",0.03646,"75.32%"
"1401","CASA DEL SOL CENTER",-0.02591,"-100%"
"1402","CASA MARIA HEALTHCARE CENTER AND PECOS VALLEY REHA",0.00435,"8.18%"
"1403","CASA MORA REHABILITATION AND EXTENDED CARE",0.00468,"122.83%"
"1404","CASA PROMESA",-0.000960000000000001,"-7.28%"
"1405","CASA REAL",-0.00407,"-17.5%"
"1406","CASEYVILLE NURSING & REHAB CTR",-0.01452,"-53.88%"
"1407","CASHMERE CONVALESCENT CENTER",0.01348,"66.05%"
"1408","CASITAS CARE CENTER",-0.00035,"-1.98%"
"1409","CASS COUNTY MEDICAL CARE FACIL",0.00232,"5.71%"
"1410","CASSVILLE HEALTH CENTER FOR REHAB AND HEALTHCARE",-0.02036,"-100%"
"1411","CASTLE MANOR CONVALESCENT CENTER",-0.01366,"-100%"
"1412","CASTLE PINES HEALTH AND REHABILITATION",0.00429,"27.73%"
"1413","CASTLE RIDGE CARE CENTER",-0.0189,"-100%"
"1414","CASTLE ROCK CARE CENTER",-0.04954,"-100%"
"1415","CATALINA POST ACUTE AND REHABILITATION",0.00226,"6.51%"
"1416","CATHEDRAL GERONTOLOGY CENTER, INC",-0.01236,"-24.92%"
"1417","CATHEDRAL HEALTH CARE CENTER",0.01757,"85.13%"
"1418","CATHEDRAL VILLAGE",-0.0087,"-35.19%"
"1419","CATHERINE KASPER HOME",-0.0056,"-20.75%"
"1420","CATHERINE'S CARE CENTER, INC",-0.03927,"-55.08%"
"1421","CATHOLIC CARE CENTER, INC",-0.00751,"-23.22%"
"1422","CATHOLIC ELDERCARE ON MAIN",-0.000979999999999998,"-5.32%"
"1423","CATHOLIC MEMORIAL HOME",-0.00164,"-5.81%"
"1424","CATON MANOR",-0.02575,"-37.22%"
"1425","CATONSVILLE COMMONS",-0.00023,"-3.38%"
"1426","CATSKILL REGIONAL MEDICAL CENTER S N F",-0.02651,"-44.42%"
"1427","CAVE CITY NURSING HOME, INC",0.01292,"29.87%"
"1428","CAYUGA RIDGE EXTENDED CARE",-0.03658,"-54.23%"
"1429","CEDAR BAYOU NURSING & REHAB CENTER",-0.01422,"-63.71%"
"1430","CEDAR CREEK HEALTH CAMPUS",5.99999999999976e-05,"0.3%"
"1431","CEDAR CREST MANOR",-0.00407,"-11.78%"
"1432","CEDAR CREST NURSING CENTRE INC",-0.00754,"-40.15%"
"1433","CEDAR CREST/MOUNTAINVIEW GARDENS",-0.00186,"-18.58%"
"1434","CEDAR FALLS HEALTH CARE CENTER",-0.00872,"-21.92%"
"1435","CEDAR HAVEN HEALTHCARE CENTER",-0.00289,"-14.29%"
"1436","CEDAR HEALTH",0.00966,"41.19%"
"1437","CEDAR HILL CARE CENTER",-0.01414,"-21.4%"
"1438","CEDAR HILL HEALTHCARE CENTER",-0.00839,"-41.19%"
"1439","CEDAR LAKE HEALTH AND REHAB CENTER",-0.00134,"-2.25%"
"1440","CEDAR LAKE NURSING HOME",0.000320000000000001,"3.28%"
"1441","CEDAR MANOR NURSING & REHABILITATION CENTER",-0.00182,"-8.74%"
"1442","CEDAR MOUNTAIN POST ACUTE",-0.01441,"-100%"
"1443","CEDAR RIDGE CENTER",0.006485,"179.39%"
"1444","CEDAR RIDGE HEALTH REHAB CENTER",-0.000709999999999999,"-3.73%"
"1445","CEDAR RIDGE INN",0.00322,"5.01%"
"1446","CEDAR SPRINGS HEALTH AND REHAB",-0.01516,"-40.51%"
"1447","CEDAR VALLEY NSG & REHAB CTR",0.01037,"101.17%"
"1448","CEDAR VIEW REHABILITATION AND HEALTHCARE CENTER",-0.01197,"-100%"
"1449","CEDAR VILLAGE",0.000540000000000002,"3.5%"
"1450","CEDAR WOOD HEALTHCARE COMMUNITY",0.01285,"53.72%"
"1451","CEDARBROOK NURSING HOMES",-0.00676,"-21.87%"
"1452","CEDARBURG HEALTH SERVICES",-0.04975,"-43.81%"
"1453","CEDARGATE HEALTHCARE",0.00501,"33.27%"
"1454","CEDARS HEALTHCARE CENTER",-0.00416,"-20.62%"
"1455","CEDARS NURSING CARE CENTER",-0.03278,"-70.71%"
"1456","CEDARS OF LEBANON NURSING CENTER",-0.05403,"-80.61%"
"1457","CEDARS THE",-0.01584,"-32.27%"
"1458","CELINA HEALTH AND REHABILITATION CENTER",-0.01451,"-54.63%"
"1459","CELINA MANOR",-0.01185,"-100%"
"1460","CENTENNIAL GARDENS FOR NURSING & REHABILITATION",-0.00868,"-49.89%"
"1461","CENTENNIAL HEALTHCARE AND REHABILITATION CENTER",-0.00493,"-24.06%"
"1462","CENTENNIAL PARK RETIREMENT VILLAGE",0.01681,"31.98%"
"1463","CENTER FOR ADVANCED REHAB AT PARKSIDE, THE",0.0164,"83.59%"
"1464","CENTER HOME HISPANIC ELDERLY",0.00491,"78.43%"
"1465","CENTER ON AGING AND HEALTH",-0.01538,"-55.68%"
"1466","CENTERBURG RESPIRATORY & SPECIALTY REHAB CTR",0.02639,"52.17%"
"1467","CENTERS FOR LIVING AND REHAB",-0.01313,"-100%"
"1468","CENTERVILLE CARE AND REHAB CENTER",0.03361,"24.32%"
"1469","CENTERVILLE SPECIALTY CARE",-0.02628,"-40.34%"
"1470","CENTINELA GRAND INC",0.00113,"2.83%"
"1471","CENTINELA SKILLED NURSING & WELLNESS CENTRE WEST",-0.03648,"-100%"
"1472","CENTRACARE HEALTH - MONTICELLO",-0.01488,"-51.97%"
"1473","CENTRACARE HEALTH PAYNESVILLE KORONIS MANOR CC",0.00532,"25.3%"
"1474","CENTRACARE HEALTH SYSTEM - LONG PRAIRIE",-0.00294000000000001,"-7.52%"
"1475","CENTRACARE HEALTH SYSTEM-SAUK CENTRE NURSING HOME",-0.08974,"-82.41%"
"1476","CENTRAL BAPTIST VILLAGE",0.02935,"359.68%"
"1477","CENTRAL CITY CARE CENTER",-0.01683,"-100%"
"1478","CENTRAL CONTINUING CARE",-0.0217,"-49.61%"
"1479","CENTRAL HEALTH CARE",-0.0095,"-27.77%"
"1480","CENTRAL ISLAND HEALTHCARE",-0.00289,"-15.04%"
"1481","CENTRAL MONTANA NURSING & REHABILITATION CENTER",-0.05938,"-100%"
"1482","CENTRAL NURSING HOME",0.00081,"8.84%"
"1483","CENTRAL TODD COUNTY CARE CENTER",-9.99999999999994e-05,"-0.5%"
"1484","CENTRE AVENUE HEALTH AND REHAB FACILITY, LLC",-0.08052,"-100%"
"1485","CENTRE CREST",-0.0177,"-100%"
"1486","CENTRE POINTE HEALTH AND REHAB CENTER",0.02514,"111.88%"
"1487","CENTURA HEALTH PROGRESSIVE CARE CENTER",0.0376,"58.37%"
"1488","CENTURY HEALTH AND REHABILITATION CENTER",-0.00931,"-56.49%"
"1489","CENTURY VILLA HEALTH CARE",0.0132,"51.24%"
"1490","CERENITY - MARIAN OF ST PAUL  LLC",0.00669,"33.84%"
"1491","CERENITY CARE CENTER - WHITE BEAR LAKE",0.01035,"57.12%"
"1492","CERENITY CARE CENTER ON HUMBOLDT",0.00947,"119.42%"
"1493","CERES POSTACUTE CARE",-0.02044,"-100%"
"1494","CHADWICK NURSING AND REHABILITATION CENTER LLC",-0.00999,"-34.33%"
"1495","CHAFFEE NURSING CENTER",0.02027,"52.69%"
"1496","CHALET LIVING & REHAB",0.00377,"24.12%"
"1497","CHALET OF NILES, LLC",-0.01456,"-100%"
"1498","CHAMPAIGN COUNTY NURSING HOME",-0.00305,"-21.93%"
"1499","CHAMPAIGN URBANA NRSG & REHAB",0.00619,"106.17%"
"1500","CHANDLER HEALTH & REHAB CENTER, LLC",0.00352,"14.33%"
"1501","CHANDLER NURSING CENTER",0.01916,"155.39%"
"1502","CHANDLER POST ACUTE AND REHABILITATION",0.03203,"77.61%"
"1503","CHANDLER THERAPY & LIVING CENTER LLC",-0.02213,"-100%"
"1504","CHAPEL HILL COMMUNITY",0.01596,"43.52%"
"1505","CHAPEL HILL NURSING CENTER",0.02182,"149.04%"
"1506","CHAPEL MANOR",-0.01302,"-49.69%"
"1507","CHAPEL POINTE AT CARLISLE",0.00067,"5.19%"
"1508","CHAPEL WOODS HEALTH AND REHABILITATION",0.000109999999999999,"1.18%"
"1509","CHAPIN HOME FOR THE AGING",-0.0014,"-16.02%"
"1510","CHAPMAN CARE CENTER",-0.00728,"-16.44%"
"1511","CHAPMAN GLOBAL MEDICAL CENTER D/P SNF",-0.00793,"-13.89%"
"1512","CHAPMAN HEALTHCARE CENTER, INC",0.00438,"10.59%"
"1513","CHAPMAN VALLEY MANOR",0.02633,"115.53%"
"1514","CHARITON PARK HEALTH CARE CENTER",-0.00222,"-6.99%"
"1515","CHARLES COLE MEMORIAL HOSPITAL",-0.00288,"-6.5%"
"1516","CHARLES M. MORRIS NURSING AND",-0.00581,"-42.91%"
"1517","CHARLES T SITRIN HEALTH CARE S N F",-0.00072,"-9.72%"
"1518","CHARLESGATE NURSING CENTER",0.02122,"188.96%"
"1519","CHARLESTOWN COMMUNITY INC",-0.000110000000000001,"-1%"
"1520","CHARLOTTE HALL VETERANS HOME",-0.00637,"-40.11%"
"1521","CHARLOTTE HEALTH & REHABILITATION CENTER",-0.01237,"-100%"
"1522","CHARLOTTESVILLE POINTE REHABILITATION AND HEALTHCA",-0.0063,"-34.92%"
"1523","CHARLTON PLACE REHAB AND HEALTHCARE CENTER",-0.01386,"-100%"
"1524","CHARLWELL HOUSE",0.00143,"6.75%"
"1525","CHARLYN REHAB & NURSING CENTER",-0.02925,"-65.79%"
"1526","CHASE CENTER",0.00206,"16.87%"
"1527","CHASE CITY HEALTH AND REHAB CENTER",-0.01578,"-100%"
"1528","CHASEHEALTH REHAB & RESIDENTIAL CARE",-0.00247,"-4.6%"
"1529","CHATEAU AT MOORINGS PARK, THE",-0.00283,"-14.71%"
"1530","CHATEAU DE NOTRE DAME",-0.00497,"-16.36%"
"1531","CHATEAU GIRARDEAU",0.01448,"85.43%"
"1532","CHATEAU LIVING CENTER",0.01287,"200.47%"
"1533","CHATEAU NRSG & REHAB CENTER",0.00149,"14.49%"
"1534","CHATEAU ST. JAMES REHAB AND RETIREMENT",0.0146,"133.33%"
"1535","CHATEAU TERREBONNE HEALTH CARE",-0.0075,"-34.06%"
"1536","CHATSWORTH HEALTH CARE CENTER",0.03514,"188.01%"
"1537","CHATSWORTH PARK CARE CENTER",-0.00762,"-33.04%"
"1538","CHATUGE REGIONAL NURSING HOME",0.0085,"26.86%"
"1539","CHAUTAUQUA COUNTY HOME",-0.00862,"-69.02%"
"1540","CHELSEA GARDENS",-0.00207,"-2.38%"
"1541","CHELSEA PLACE CARE CENTER",-0.00502,"-100%"
"1542","CHELSEA RETIREMENT COMMUNITY",0.00346,"15.66%"
"1543","CHELSEY PARK HEALTH AND REHABILITATION",-0.06922,"-71.49%"
"1544","CHELTENHAM NURSING AND REHAB C",-0.01575,"-17.9%"
"1545","CHEMUNG COUNTY HEALTH CENTER",-0.000480000000000001,"-5.02%"
"1546","CHENEY CARE CENTER",-0.00366,"-17.12%"
"1547","CHENEY GOLDEN AGE HOME",0.00173,"5.82%"
"1548","CHERAW HEALTHCARE",-0.00041,"-5.09%"
"1549","CHERITH CARE CENTER AT WILLOW BROOK",-0.09673,"-76.56%"
"1550","CHEROKEE COUNTY HEALTH AND REHABILITATION CENTER",-0.00019,"-4.08%"
"1551","CHEROKEE COUNTY NURSING CENTER",0.03285,"162.06%"
"1552","CHEROKEE SPECIALTY CARE",0.00765,"32.82%"
